行驶状态,编码器速度,惯性导航解算速度,slam位移,惯性导航解算位移,编码器位移,组合导航位移
1,0.299016,0.295914,0.5324,0.498311,0.569633,0.566945
1,0.301044,0.295777,0.5324,0.502746,0.574386,0.571667
1,0.300852,0.295577,0.5324,0.507474,0.579452,0.576687
1,0.298588,0.295406,0.550698,0.512199,0.584482,0.581706
1,0.299293,0.295323,0.550698,0.516923,0.589524,0.586725
1,0.300132,0.295318,0.550698,0.521353,0.594263,0.59145
1,0.30247,0.295423,0.550698,0.526081,0.599355,0.596479
1,0.299466,0.295605,0.568928,0.530812,0.604399,0.601513
1,0.29832,0.295785,0.568928,0.53525,0.609111,0.60625
1,0.298445,0.295945,0.568928,0.539986,0.614139,0.611285
1,0.302724,0.296098,0.568928,0.544429,0.618917,0.61603
