roll,pitch,yaw,axb,ayb,axn,ayn
0.016,-0.158888,-0.221994,0.304156,-0.0352488,0.0450402,-0.0028714,-0.0177047
0.015,-0.157291,-0.222051,0.303739,-0.0352488,0.0450402,-0.00288377,-0.017977
0.016,-0.15569,-0.222428,0.303299,-0.0352488,0.0460193,-0.00294213,-0.019232
0.015,-0.153279,-0.2229,0.302734,-0.0352488,0.0450402,-0.00303422,-0.0186633
0.015,-0.151175,-0.223763,0.302172,-0.036228,0.0460193,-0.00219688,-0.0200003
0.015,-0.149653,-0.225263,0.301762,-0.0381862,0.0469984,-0.000494305,-0.0212299
0.016,-0.148339,-0.227493,0.301323,-0.0401445,0.0460193,0.00107955,-0.0204713
0.015,-0.14708,-0.229394,0.30106,-0.0411236,0.0450402,0.00172737,-0.0197056
0.015,-0.14722,-0.232283,0.3008,-0.044061,0.0469984,0.00418127,-0.0216294
0.016,-0.146635,-0.235161,0.300359,-0.0430819,0.044061,0.00269569,-0.018803
0.015,-0.146557,-0.237792,0.300098,-0.0430819,0.0450402,0.00224771,-0.0197978
0.016,-0.14589,-0.24055,0.299657,-0.0430819,0.0430819,0.00176327,-0.017957
0.015,-0.145017,-0.24165,0.299244,-0.0401445,0.0430819,-0.00135865,-0.0181261
0.015,-0.143058,-0.242094,0.298678,-0.0391654,0.0411236,-0.00241465,-0.0165153
0.015,-0.140669,-0.241224,0.29826,-0.036228,0.0401445,-0.00520936,-0.0159595
0.015,-0.138334,-0.238688,0.29814,-0.0332906,0.0391654,-0.00771325,-0.0153954
0.016,-0.136485,-0.235891,0.298015,-0.0323114,0.0401445,-0.00820422,-0.0166953
0.015,-0.13477,-0.233057,0.297896,-0.0313323,0.0391654,-0.00868319,-0.016023
0.016,-0.133086,-0.229356,0.297769,-0.029374,0.0391654,-0.00998746,-0.0163287
0.016,-0.131245,-0.227027,0.297481,-0.0313323,0.0381862,-0.00762045,-0.0156605
0.016,-0.13019,-0.225018,0.297192,-0.0323114,0.0381862,-0.00629894,-0.0158328
0.015,-0.129607,-0.223138,0.29707,-0.0323114,0.0372071,-0.00597255,-0.0149567
0.016,-0.131192,-0.221734,0.296944,-0.0332906,0.0401445,-0.0047497,-0.0176084
0.015,-0.132577,-0.219362,0.297124,-0.0313323,0.0391654,-0.00632143,-0.0163902
0.015,-0.134732,-0.217016,0.297304,-0.0313323,0.0401445,-0.00592206,-0.016992
0.015,-0.136873,-0.214995,0.297333,-0.0313323,0.0401445,-0.00557987,-0.0166195
0.016,-0.139436,-0.213453,0.297365,-0.0323114,0.0411236,-0.00433992,-0.0171463
0.016,-0.141451,-0.212651,0.297238,-0.0332906,0.0421028,-0.00321594,-0.0177752
0.016,-0.142344,-0.212209,0.29695,-0.0342697,0.0421028,-0.00216163,-0.0176161
0.015,-0.142092,-0.212257,0.296829,-0.0352488,0.0411236,-0.00118839,-0.0166802
0.016,-0.141527,-0.212148,0.296699,-0.0352488,0.0411236,-0.00116185,-0.0167821
0.015,-0.139754,-0.212902,0.296722,-0.0372071,0.0381862,0.000642087,-0.0141331
0.016,-0.138621,-0.213806,0.29675,-0.0372071,0.0391654,0.000492573,-0.0153081
0.016,-0.137121,-0.214341,0.296777,-0.036228,0.0381862,-0.000585999,-0.0145903
0.015,-0.135703,-0.214804,0.296951,-0.036228,0.0372071,-0.000665698,-0.0138579
0.015,-0.135264,-0.214803,0.296977,-0.0352488,0.0381862,-0.00164646,-0.014913
0.016,-0.136079,-0.214499,0.297166,-0.0342697,0.0391654,-0.0025837,-0.0157474
0.016,-0.138051,-0.214375,0.2972,-0.0342697,0.0411236,-0.00256851,-0.0173567
0.015,-0.13948,-0.214145,0.29708,-0.0332906,0.0401445,-0.00350349,-0.0161433
0.015,-0.141651,-0.214081,0.296813,-0.0332906,0.0421028,-0.00349158,-0.0177229
0.015,-0.142938,-0.214325,0.296695,-0.0332906,0.0411236,-0.00352885,-0.0165296
0.015,-0.144257,-0.216281,0.296729,-0.036228,0.0421028,-0.000920784,-0.0172705
0.016,-0.144623,-0.218529,0.296924,-0.036228,0.0411236,-0.00131695,-0.0162279
0.016,-0.145098,-0.220601,0.297121,-0.036228,0.0421028,-0.00166141,-0.017132
0.015,-0.145234,-0.222666,0.297455,-0.0372071,0.0411236,-0.001039,-0.0161287
0.016,-0.146763,-0.225161,0.297974,-0.0381862,0.0430819,-0.000472762,-0.017826
0.015,-0.14969,-0.227745,0.298314,-0.0391654,0.0450402,8.09655e-05,-0.0192853
0.016,-0.154421,-0.230269,0.298521,-0.0401445,0.0479776,0.000633039,-0.0214032
0.015,-0.159354,-0.232272,0.298715,-0.0411236,0.0499358,0.00127326,-0.0225092
0.015,-0.164344,-0.234552,0.298761,-0.0421028,0.050915,0.00186064,-0.0226266
0.016,-0.167875,-0.236185,0.298644,-0.0411236,0.0489567,0.000583064,-0.0200647
0.016,-0.17034,-0.237228,0.298364,-0.0401445,0.0479776,-0.000595029,-0.0186587
0.015,-0.17088,-0.237845,0.297946,-0.0391654,0.0450402,-0.00170858,-0.0156253
0.016,-0.170048,-0.238295,0.297495,-0.0391654,0.0421028,-0.00180059,-0.0128316
0.015,-0.169177,-0.238103,0.297071,-0.0381862,0.0421028,-0.00275414,-0.0129807
0.015,-0.167823,-0.236775,0.296793,-0.036228,0.0401445,-0.00448456,-0.0112703
0.015,-0.166871,-0.23452,0.296664,-0.0352488,0.0401445,-0.00507456,-0.0114373
0.016,-0.166254,-0.231067,0.296685,-0.0332906,0.0401445,-0.00643359,-0.0115535
0.015,-0.166149,-0.227661,0.296857,-0.0323114,0.0411236,-0.00682116,-0.0125527
0.015,-0.16576,-0.224518,0.297028,-0.0323114,0.0411236,-0.00626032,-0.0126309
0.016,-0.165165,-0.221871,0.297054,-0.0332906,0.0430819,-0.00481879,-0.0146813
0.015,-0.163477,-0.220742,0.297077,-0.0352488,0.0421028,-0.00266612,-0.0139844
0.016,-0.162696,-0.219949,0.296949,-0.0352488,0.0450402,-0.00251381,-0.0170554
0.016,-0.16334,-0.219993,0.296827,-0.036228,0.0479776,-0.00153147,-0.019874
0.015,-0.165198,-0.220606,0.296866,-0.0372071,0.0499358,-0.000653084,-0.0215052
0.015,-0.16894,-0.220867,0.297059,-0.0372071,0.0528732,-0.000697501,-0.0237901
0.016,-0.173428,-0.220802,0.297262,-0.0372071,0.0528732,-0.000697713,-0.0230115
0.016,-0.177879,-0.220128,0.297624,-0.036228,0.0528732,-0.00156083,-0.0222525
0.015,-0.181571,-0.219398,0.297961,-0.036228,0.0528732,-0.00143458,-0.0216193
0.015,-0.183537,-0.218023,0.298294,-0.0342697,0.050915,-0.00316037,-0.0193377
0.016,-0.183,-0.216537,0.298485,-0.0332906,0.0479776,-0.00388369,-0.016509
0.015,-0.181937,-0.215557,0.298664,-0.0332906,0.0479776,-0.00371389,-0.0166911
0.016,-0.180437,-0.214456,0.298855,-0.0323114,0.0469984,-0.00450005,-0.0159803
0.015,-0.178996,-0.213809,0.299186,-0.0323114,0.0469984,-0.00438354,-0.0162306
0.015,-0.178392,-0.213788,0.299518,-0.0332906,0.0479776,-0.0033914,-0.0173115
0.016,-0.177951,-0.213924,0.299714,-0.0332906,0.0479776,-0.0034218,-0.0173815
0.016,-0.17601,-0.215113,0.299905,-0.0352488,0.0450402,-0.0017,-0.0147541
0.015,-0.175488,-0.216414,0.300087,-0.036228,0.0469984,-0.000934146,-0.0167981
0.016,-0.174057,-0.218603,0.300439,-0.0381862,0.0450402,0.00062729,-0.015069
0.015,-0.171813,-0.22091,0.300615,-0.0391654,0.0430819,0.00118572,-0.0134825
0.016,-0.169916,-0.223026,0.300804,-0.0391654,0.0430819,0.000819329,-0.0138082
0.015,-0.167699,-0.224418,0.30113,-0.0381862,0.0421028,-0.000414293,-0.0132089
0.016,-0.165517,-0.226093,0.301479,-0.0391654,0.0421028,0.000290051,-0.0135896
0.015,-0.163064,-0.228245,0.301654,-0.0411236,0.0411236,0.00188638,-0.0130331
0.016,-0.159735,-0.229595,0.301837,-0.0401445,0.0391654,0.000671394,-0.0116571
0.015,-0.156589,-0.231039,0.301858,-0.0411236,0.0381862,0.0014036,-0.0112185
0.015,-0.155136,-0.232781,0.302032,-0.0430819,0.0401445,0.0030816,-0.0134235
0.015,-0.154092,-0.234968,0.302357,-0.044061,0.0401445,0.00368524,-0.0135999
0.016,-0.153549,-0.237132,0.302864,-0.044061,0.0401445,0.00332559,-0.0137032
0.016,-0.153988,-0.239582,0.303373,-0.0450402,0.0411236,0.00389622,-0.014609
0.015,-0.155222,-0.241269,0.304005,-0.044061,0.0430819,0.00264026,-0.0163641
0.015,-0.157219,-0.243133,0.304341,-0.044061,0.0450402,0.00233242,-0.0179833
0.015,-0.157759,-0.245133,0.304522,-0.0450402,0.0430819,0.00295256,-0.015926
0.016,-0.157675,-0.246193,0.304713,-0.0430819,0.0421028,0.00080267,-0.01497
0.016,-0.156392,-0.245642,0.304899,-0.0401445,0.0391654,-0.00205436,-0.0122685
0.015,-0.155682,-0.245011,0.305076,-0.0401445,0.0411236,-0.00195138,-0.0143378
0.015,-0.154451,-0.243275,0.305251,-0.0381862,0.0401445,-0.0036107,-0.0135822
0.016,-0.153524,-0.24233,0.305601,-0.0391654,0.0411236,-0.00247938,-0.0147044
0.015,-0.152871,-0.241937,0.306078,-0.0401445,0.0411236,-0.00144024,-0.0148059
0.015,-0.152694,-0.24215,0.306559,-0.0411236,0.0421028,-0.000492342,-0.0158105
0.016,-0.154336,-0.242679,0.307079,-0.0411236,0.0460193,-0.000567917,-0.0194421
0.015,-0.155606,-0.243715,0.307418,-0.0421028,0.0460193,0.000240013,-0.0192243
0.016,-0.156246,-0.245809,0.307777,-0.044061,0.0450402,0.00183615,-0.018129
0.015,-0.156503,-0.247043,0.308113,-0.0430819,0.0450402,0.000653006,-0.0180966
0.015,-0.15589,-0.248891,0.308446,-0.0450402,0.0430819,0.00229179,-0.0162403
0.016,-0.154696,-0.249938,0.308956,-0.044061,0.0411236,0.00112306,-0.0144938
0.015,-0.154115,-0.250114,0.309434,-0.0430819,0.0411236,0.000110168,-0.0145967
0.016,-0.152952,-0.249218,0.309939,-0.0411236,0.0391654,-0.00169903,-0.0128508
0.015,-0.152678,-0.247722,0.310265,-0.0401445,0.0401445,-0.00241069,-0.0138837
0.016,-0.153479,-0.245176,0.310615,-0.0381862,0.0421028,-0.00391676,-0.0157149
0.015,-0.155471,-0.242553,0.310797,-0.0372071,0.044061,-0.00443986,-0.0173306
0.015,-0.157462,-0.240425,0.310979,-0.0372071,0.044061,-0.00407954,-0.0169834
0.016,-0.159884,-0.238352,0.311174,-0.036228,0.0450402,-0.00469466,-0.0175518
0.016,-0.161795,-0.236903,0.311369,-0.0372071,0.0450402,-0.00345983,-0.0172217
0.015,-0.163592,-0.235928,0.311551,-0.0381862,0.0450402,-0.00231872,-0.0169035
0.015,-0.16498,-0.234879,0.311729,-0.0381862,0.044061,-0.00214062,-0.0156875
0.015,-0.165688,-0.233759,0.311905,-0.0381862,0.0430819,-0.00194997,-0.0145882
0.015,-0.165898,-0.232877,0.312231,-0.0381862,0.0430819,-0.00179026,-0.014557
0.015,-0.165364,-0.231908,0.312704,-0.0381862,0.0421028,-0.00163237,-0.013666
0.015,-0.164989,-0.229726,0.31318,-0.0352488,0.0430819,-0.00420422,-0.0147124
0.015,-0.164491,-0.228582,0.313806,-0.036228,0.0430819,-0.00303153,-0.0147889
0.016,-0.165358,-0.227928,0.314321,-0.036228,0.0460193,-0.0029154,-0.0175681
0.015,-0.165803,-0.22839,0.314656,-0.0372071,0.0460193,-0.00202001,-0.0174837
0.016,-0.166828,-0.230232,0.315017,-0.0391654,0.0479776,-0.000376914,-0.0192508
0.016,-0.167,-0.232385,0.315217,-0.0401445,0.0469984,0.000233848,-0.0182444
0.015,-0.166851,-0.234523,0.315254,-0.0411236,0.0469984,0.000853077,-0.0182723
0.015,-0.16672,-0.236483,0.31529,-0.0421028,0.0469984,0.00150718,-0.0182999
0.016,-0.167048,-0.238393,0.31533,-0.0430819,0.0479776,0.00216665,-0.0192218
0.016,-0.167697,-0.239217,0.315526,-0.0421028,0.0469984,0.00104393,-0.01814
0.015,-0.168402,-0.238919,0.315859,-0.0401445,0.0469984,-0.000875793,-0.0180207
0.015,-0.16878,-0.238497,0.31604,-0.0401445,0.0460193,-0.000800636,-0.0169818
0.016,-0.168237,-0.236549,0.316229,-0.0372071,0.044061,-0.00342527,-0.0151229
0.016,-0.166822,-0.23462,0.316254,-0.036228,0.0421028,-0.00408977,-0.013406
0.015,-0.165302,-0.233106,0.316279,-0.036228,0.0421028,-0.00382764,-0.0136662
0.016,-0.16426,-0.230998,0.316307,-0.0352488,0.0430819,-0.00443361,-0.014831
0.015,-0.163503,-0.229175,0.316334,-0.0352488,0.0430819,-0.00413469,-0.0149485
0.015,-0.163389,-0.226919,0.316361,-0.0342697,0.044061,-0.00470034,-0.0159644
0.016,-0.163567,-0.22362,0.316392,-0.0323114,0.0450402,-0.00609319,-0.0169149
0.015,-0.163446,-0.221202,0.316419,-0.0332906,0.044061,-0.00469939,-0.0159517
0.015,-0.162333,-0.218818,0.316441,-0.0332906,0.0421028,-0.00429488,-0.0141855
0.015,-0.160448,-0.216184,0.316461,-0.0323114,0.0401445,-0.00483337,-0.0125519
0.016,-0.157838,-0.214041,0.316319,-0.0332906,0.0381862,-0.00349368,-0.0110355
0.015,-0.154884,-0.212769,0.316333,-0.0342697,0.036228,-0.00230353,-0.00957912
0.016,-0.152263,-0.212877,0.316351,-0.0372071,0.0372071,0.000619449,-0.0109907
0.015,-0.1493,-0.213696,0.316516,-0.0381862,0.0352488,0.00144957,-0.00953802
0.016,-0.147283,-0.21557,0.316856,-0.0401445,0.0372071,0.00309054,-0.0118294
0.015,-0.14567,-0.217187,0.317178,-0.0401445,0.0381862,0.00281921,-0.0130877
0.015,-0.144738,-0.219819,0.317503,-0.0430819,0.0401445,0.0053302,-0.0152025
0.016,-0.144727,-0.221799,0.317854,-0.0421028,0.0421028,0.00401743,-0.0171675
0.015,-0.145425,-0.223513,0.317886,-0.0421028,0.044061,0.0037441,-0.0190147
0.016,-0.146275,-0.22475,0.317921,-0.0411236,0.044061,0.00255501,-0.0188774
0.015,-0.148012,-0.225542,0.317807,-0.0401445,0.0460193,0.0014489,-0.020543
0.015,-0.149492,-0.225997,0.317691,-0.0391654,0.0450402,0.000384588,-0.0193152
0.015,-0.151309,-0.226716,0.317726,-0.0391654,0.0450402,0.000255268,-0.0190006
0.016,-0.15342,-0.226673,0.317923,-0.0372071,0.0450402,-0.00170138,-0.0186454
0.015,-0.154667,-0.225783,0.318256,-0.0352488,0.044061,-0.00350918,-0.0174643
0.015,-0.155095,-0.225237,0.318735,-0.036228,0.0430819,-0.00244175,-0.0164057
0.016,-0.155328,-0.224079,0.319408,-0.0352488,0.044061,-0.00322386,-0.0173438
0.015,-0.154526,-0.22308,0.320036,-0.0352488,0.0421028,-0.00306191,-0.0155227
0.015,-0.153931,-0.221877,0.320664,-0.0342697,0.0421028,-0.00384077,-0.0156243
0.016,-0.153048,-0.221625,0.321173,-0.0352488,0.0411236,-0.00282276,-0.0147915
0.015,-0.151863,-0.221711,0.32165,-0.0352488,0.0401445,-0.00283414,-0.0140216
0.015,-0.151921,-0.222667,0.322132,-0.036228,0.0421028,-0.00200852,-0.0159654
0.016,-0.152463,-0.22391,0.322645,-0.0372071,0.0421028,-0.00123229,-0.0158755
0.016,-0.152965,-0.22519,0.323478,-0.0381862,0.0421028,-0.000469834,-0.0157874
0.015,-0.15355,-0.226423,0.324258,-0.0391654,0.0421028,0.000300743,-0.015685
0.015,-0.154797,-0.226838,0.32504,-0.0381862,0.044061,-0.000735771,-0.0174373
0.015,-0.155796,-0.226064,0.325821,-0.036228,0.044061,-0.00256949,-0.0172705
0.015,-0.156991,-0.223915,0.326454,-0.0332906,0.0450402,-0.00514395,-0.0180507
0.016,-0.157419,-0.22241,0.326964,-0.0342697,0.0430819,-0.00391719,-0.0160118
0.016,-0.157649,-0.220247,0.327473,-0.0332906,0.0430819,-0.00453168,-0.0159704
0.015,-0.156974,-0.218384,0.327949,-0.0332906,0.0421028,-0.00420834,-0.015111
0.015,-0.1552,-0.218371,0.328271,-0.0372071,0.0401445,-0.000291578,-0.013441
0.016,-0.153288,-0.219565,0.328455,-0.0401445,0.0401445,0.00244232,-0.0137543
0.016,-0.150468,-0.221583,0.328636,-0.0421028,0.0381862,0.0040639,-0.0122848
0.015,-0.14904,-0.22388,0.328659,-0.044061,0.0401445,0.00564355,-0.0144821
0.016,-0.147333,-0.226758,0.328683,-0.0450402,0.0391654,0.00611611,-0.0137888
0.015,-0.146584,-0.227955,0.328858,-0.0421028,0.0401445,0.00297144,-0.0149098
0.016,-0.145543,-0.228378,0.329044,-0.0401445,0.0391654,0.000920225,-0.0141116
0.015,-0.144944,-0.229341,0.32937,-0.0401445,0.0391654,0.000751246,-0.0142132
0.016,-0.145581,-0.230769,0.329723,-0.0401445,0.0411236,0.000512179,-0.0160607
0.015,-0.145554,-0.232451,0.330053,-0.0401445,0.0401445,0.000217158,-0.0150879
0.016,-0.145211,-0.234754,0.330408,-0.0401445,0.0401445,-0.000170797,-0.0151541
0.015,-0.144769,-0.23717,0.33074,-0.0411236,0.0401445,0.000401065,-0.0152319
0.015,-0.143655,-0.240107,0.331069,-0.0430819,0.0381862,0.00183969,-0.0134546
0.016,-0.14301,-0.242095,0.331262,-0.0411236,0.0391654,-0.000454303,-0.0145579
0.015,-0.142174,-0.243229,0.331592,-0.0401445,0.0381862,-0.00164164,-0.0137246
0.015,-0.141249,-0.242697,0.331771,-0.0372071,0.0381862,-0.00449059,-0.013898
0.016
