roll,pitch,yaw,axb,ayb,axn,ayn
0.015,-0.243311,-3.75857,0.0547795,-0.408299,0.0401445,-0.239887,0.00155949
0.016,-0.221035,-3.65155,0.0546807,-0.369134,0.0401445,-0.260576,-0.00229528
0.016,-0.189099,-3.48944,0.0537233,-0.233034,0.0176244,-0.368125,0.0146044
0.016,-0.185038,-3.31768,0.0544931,-0.188973,0.0685394,-0.382044,-0.0370534
0.016,-0.179341,-3.0981,0.0547503,-0.0646228,0.0450402,-0.468241,-0.0146312
0.015,-0.178268,-2.88195,0.0550419,-0.0107705,0.0352488,-0.484881,-0.00504294
0.016,-0.176975,-2.64393,0.0554531,0.0352488,0.0195827,-0.490093,0.0104013
0.015,-0.18382,-2.42058,0.0561388,0.0704976,0.0195827,-0.486998,0.0115827
0.015,-0.187978,-2.20125,0.0568337,0.0959551,0.00391654,-0.474964,0.0279898
0.016,-0.205916,-1.99562,0.0584157,0.0734351,0.0323114,-0.417258,0.00275159
0.015,-0.21835,-1.84852,0.0601396,0.0058748,0.0401445,-0.324365,-0.00285727
0.016,-0.232816,-1.74491,0.0621845,-0.0822473,0.0665811,-0.218327,-0.0267092
0.015,-0.245232,-1.68243,0.064261,-0.143933,0.0822473,-0.14572,-0.0401878
0.015,-0.269042,-1.63536,0.0664012,-0.16939,0.114559,-0.111803,-0.0684206
0.015,-0.283025,-1.60016,0.0679927,-0.187015,0.0998717,-0.0879831,-0.0513329
0.016,-0.294827,-1.57521,0.0694527,-0.206597,0.0969343,-0.064016,-0.0463606
0.015,-0.308057,-1.55198,0.0709182,-0.202681,0.107705,-0.0639297,-0.0548595
0.016,-0.313226,-1.53318,0.0724397,-0.213451,0.094976,-0.0501831,-0.0411788
0.015,-0.326919,-1.51386,0.0739304,-0.209535,0.115538,-0.0509088,-0.0593545
0.015,-0.341197,-1.47255,0.0757306,-0.163515,0.121413,-0.0900762,-0.0627618
0.015,-0.352868,-1.41517,0.077846,-0.12435,0.128267,-0.119458,-0.0676184
0.015,-0.36477,-1.32789,0.0806082,-0.050915,0.139037,-0.177795,-0.0764315
0.016,-0.356243,-1.19379,0.083861,0.0479776,0.0998717,-0.253688,-0.0388331
0.015,-0.339926,-1.02377,0.0877874,0.174286,0.0812681,-0.350589,-0.0232433
0.016,-0.308843,-0.760416,0.0930428,0.3848,0.0489567,-0.515706,0.00338595
0.015,-0.279594,-0.490765,0.0987519,0.48565,0.044061,-0.570118,0.00308565
0.016,-0.247822,-0.190334,0.105358,0.563981,0.0381862,-0.596746,0.00337219
0.016,-0.2247,0.0822686,0.11215,0.559085,0.0479776,-0.544907,-0.010372
0.016,-0.205409,0.277556,0.118755,0.443548,0.044061,-0.395726,-0.00950816
0.015,-0.194439,0.432464,0.124172,0.41809,0.0450402,-0.343609,-0.0123141
0.016,-0.18205,0.52106,0.128992,0.280032,0.0372071,-0.190286,-0.00628825
0.015,-0.171729,0.572298,0.132604,0.221284,0.0342697,-0.122661,-0.00496592
0.016,-0.146145,0.629698,0.135978,0.235971,-0.000979134,-0.127561,0.0258487
0.015,-0.122907,0.692985,0.138537,0.268283,-0.00195827,-0.148985,0.0227636
0.016,-0.100147,0.739388,0.140901,0.23695,0.00391654,-0.109576,0.0130686
0.015,-0.0909921,0.800355,0.142953,0.287865,0.029374,-0.149912,-0.0140708
0.016,-0.0745196,0.85506,0.14571,0.277095,0.0137079,-0.129776,-0.00120129
0.015,-0.0786653,0.907278,0.148448,0.288845,0.0548315,-0.132513,-0.0416322
0.015,-0.0869572,0.970709,0.151567,0.322135,0.0626646,-0.154905,-0.0481087
0.016,-0.105671,1.07076,0.155192,0.397528,0.0822473,-0.213084,-0.0646454
0.016,-0.115597,1.17675,0.159421,0.422986,0.065602,-0.220217,-0.0463161
0.015,-0.115209,1.29075,0.163252,0.469984,0.0450402,-0.247687,-0.0259199
0.015,-0.111127,1.39672,0.167288,0.467047,0.0372071,-0.226496,-0.018743
0.016,-0.094632,1.50575,0.171707,0.473901,0.0117496,-0.214659,0.00389209
0.015,-0.0774547,1.60169,0.176075,0.477817,0.0029374,-0.20193,0.00977769
0.015,-0.0693245,1.7397,0.180245,0.591397,0.0166453,-0.291743,-0.00563202
0.016,-0.0615191,1.8925,0.184872,0.628604,0.0137079,-0.302471,-0.00409193
0.016,-0.0535788,2.04828,0.189508,0.662874,0.0117496,-0.310032,-0.00355483
0.015,-0.0525643,2.17158,0.193476,0.638395,0.0244783,-0.26427,-0.0163252
0.016,-0.0498603,2.26842,0.197406,0.586501,0.0225201,-0.195728,-0.0146142
0.015,-0.0487382,2.3002,0.200819,0.469005,0.0283949,-0.0726692,-0.0202591
0.015,-0.0459567,2.28217,0.204109,0.3613,0.0264366,0.0318372,-0.0184116
0.016,-0.0381762,2.18679,0.207448,0.194848,0.0176244,0.181672,-0.0103951
0.015,-0.0311322,2.03755,0.210993,0.0421028,0.0186035,0.308707,-0.0121067
0.016,-0.0279924,1.85513,0.214644,-0.0332906,0.0264366,0.352763,-0.0202947
0.016,-0.024483,1.68564,0.218813,-0.0372071,0.0254575,0.327565,-0.0199897
0.016,-0.0204675,1.532,0.223,-0.0332906,0.0254575,0.297177,-0.020776
0.015,-0.0191207,1.45576,0.226878,0.094976,0.0313323,0.155855,-0.0274223
0.015,-0.0176072,1.40503,0.23063,0.139037,0.0303532,0.103046,-0.0269065
0.015,-0.0155443,1.45177,0.233672,0.353467,0.0274158,-0.103348,-0.0251614
0.016,-0.0115809,1.51376,0.236653,0.386758,0.0215409,-0.125891,-0.0200668
0.015,-0.00648328,1.56402,0.239338,0.377946,0.0166453,-0.108465,-0.0159821
0.016,-0.00134742,1.57511,0.242048,0.294719,0.014687,-0.0233085,-0.0145535
0.015,0.00318464,1.52773,0.244597,0.162536,0.0127287,0.100762,-0.0128474
0.015,0.00717012,1.42881,0.247013,0.0352488,0.0107705,0.210885,-0.0110964
0.016,0.00551622,1.30256,0.249677,-0.0264366,0.0176244,0.250821,-0.0174816
0.015,0.00235822,1.16584,0.252319,-0.0910595,0.0205618,0.291902,-0.0196827
0.016,-0.0023182,1.02805,0.254988,-0.0969343,0.0225201,0.274042,-0.0209015
0.016,-0.00801803,0.911706,0.257514,-0.0734351,0.0244783,0.230538,-0.0220615
0.015,-0.0134926,0.79827,0.259896,-0.102809,0.0264366,0.240369,-0.023023
0.015,-0.0170662,0.689025,0.262003,-0.110642,0.0264366,0.22938,-0.0224493
0.016,-0.0197708,0.571948,0.26443,-0.129246,0.0274158,0.22782,-0.0229606
0.015,-0.0191525,0.413149,0.266734,-0.261429,0.0254575,0.332661,-0.0206112
0.015,-0.0153888,0.265446,0.268623,-0.261429,0.0215409,0.307195,-0.0174524
0.016,-0.00892862,0.148611,0.270187,-0.197785,0.0166453,0.223427,-0.0140553
0.016,-0.00219157,0.054154,0.271284,-0.170369,0.0166453,0.179761,-0.0154173
0.015,0.00289059,0.0196511,0.271575,-0.0636437,0.0176244,0.0671099,-0.0178039
0.015,0.0062413,0.012236,0.271722,-0.00881221,0.0176244,0.011006,-0.0186463
0.016,0.00642346,0.0051055,0.27188,-0.00979134,0.0205618,0.0107726,-0.0216163
0.016,0.00408091,0.0275405,0.272038,0.0518941,0.0225201,-0.0470439,-0.023446
0.016,-0.000129989,0.0589724,0.272512,0.0744142,0.0234992,-0.0641544,-0.0237822
0.015,-0.00405958,0.0576396,0.273401,0.00881221,0.0234992,0.00121662,-0.022795
0.016,-0.00718966,0.0394815,0.274352,-0.0274158,0.0215409,0.0343055,-0.0201399
0.016,-0.00902471,0.000441351,0.275307,-0.0744142,0.0186035,0.0745712,-0.0166928
0.015,-0.00945578,-0.0372294,0.276208,-0.0832264,0.0166453,0.0768944,-0.0146484
0.015,-0.00810064,-0.072775,0.277111,-0.0851847,0.014687,0.0727293,-0.0129419
0.015,-0.0068241,-0.105074,0.278169,-0.0842055,0.0156661,0.0661984,-0.0141709
0.016,-0.00446755,-0.136768,0.27946,-0.0842055,0.014687,0.0607342,-0.0136221
0.016,-0.00291501,-0.166537,0.280916,-0.0851847,0.0156661,0.0565935,-0.0148871
0.016,-0.00241988,-0.193614,0.282538,-0.0842055,0.0166453,0.0509462,-0.0159776
0.015,-0.00199351,-0.216968,0.284061,-0.0842055,0.0166453,0.0469256,-0.0160696
0.016,-0.00264088,-0.239683,0.285534,-0.0842055,0.0186035,0.0430157,-0.0179346
0.015,-0.0037763,-0.259704,0.286769,-0.0851847,0.0195827,0.0405553,-0.0187296
0.015,-0.00527529,-0.278493,0.288006,-0.0861638,0.0195827,0.0382883,-0.0184818
0.016,-0.00782739,-0.298117,0.289174,-0.0881221,0.0215409,0.0368948,-0.0200073
0.016,-0.00835762,-0.3157,0.290333,-0.0881221,0.0176244,0.0338584,-0.0160144
0.015,-0.00781345,-0.330019,0.291417,-0.0861638,0.0156661,0.0294374,-0.0141719
0.015,-0.00673394,-0.342257,0.292651,-0.0842055,0.014687,0.0253633,-0.0133986
0.016,-0.00369029,-0.353426,0.294117,-0.0822473,0.0107705,0.0214716,-0.0100253
0.015,-0.000211117,-0.362783,0.295339,-0.0812681,0.00881221,0.0188753,-0.00867869
0.016,0.00338085,-0.371236,0.296804,-0.080289,0.00881221,0.0164385,-0.00930909
0.015,0.00647874,-0.37795,0.298181,-0.0793099,0.00881221,0.0143067,-0.00985302
0.016,0.00953746,-0.383949,0.299491,-0.0783307,0.00881221,0.0122783,-0.0103903
0.015,0.012452,-0.389274,0.300719,-0.0783307,0.00783307,0.0113593,-0.00991748
0.016,0.0150061,-0.395747,0.30203,-0.0812681,0.00783307,0.0132117,-0.0103462
0.015,0.0169075,-0.40161,0.303411,-0.0822473,0.00783307,0.0131905,-0.0106729
0.016,0.0183027,-0.413911,0.304886,-0.0969343,0.00783307,0.0257758,-0.0108451
0.015,0.0192054,-0.433337,0.306271,-0.117496,0.00783307,0.0430027,-0.0109074
0.016,0.0184112,-0.451123,0.307761,-0.114559,0.0107705,0.0369977,-0.0137403
0.015,0.0152912,-0.470027,0.309326,-0.122392,0.0156661,0.041601,-0.0180732
0.015,0.0104225,-0.494212,0.31076,-0.137079,0.0205618,0.0521475,-0.0220729
0.016,0.00610247,-0.500342,0.31197,-0.0979134,0.0205618,0.0119086,-0.0215477
0.015,0.0031298,-0.503089,0.312802,-0.0910595,0.0205618,0.00457119,-0.0210759
0.016,0.00145076,-0.497022,0.313684,-0.0714768,0.0195827,-0.0139643,-0.0199091
0.016,0.00207269,-0.481455,0.314393,-0.0489567,0.0166453,-0.0338189,-0.0171879
0.015,0.00391067,-0.46976,0.315198,-0.0518941,0.014687,-0.0288695,-0.0155191
0.016,0.00663398,-0.459133,0.316049,-0.0538524,0.0127287,-0.0250826,-0.0140089
0.015,0.00868417,-0.448688,0.316698,-0.050915,0.0127287,-0.0262203,-0.0143683
0.016,0.010092,-0.446723,0.317073,-0.0695185,0.0137079,-0.007242,-0.0154842
0.015,0.0117354,-0.448286,0.317272,-0.0773516,0.0127287,0.000302732,-0.0147464
0.016,0.0132236,-0.449504,0.317329,-0.0773516,0.0137079,9.22307e-05,-0.015983
0.015,0.0133782,-0.450248,0.317393,-0.0773516,0.0166453,-3.47793e-05,-0.0189482
0.015,0.0136702,-0.45164,0.317608,-0.0793099,0.0166453,0.0016842,-0.0189889
0.015,0.0137916,-0.453198,0.317823,-0.080289,0.0166453,0.00237998,-0.0190064
0.016,0.0142031,-0.45429,0.318209,-0.0793099,0.0156661,0.00123121,-0.0181038
0.015,0.0125294,-0.455525,0.318582,-0.0793099,0.0186035,0.0010179,-0.0207548
0.016,0.0100776,-0.456751,0.318818,-0.0793099,0.0186035,0.000820182,-0.0203335
0.016,0.0081167,-0.458047,0.31889,-0.0793099,0.0176244,0.000605628,-0.0190178
0.015,0.00672664,-0.458887,0.318806,-0.0783307,0.0176244,-0.00051944,-0.0187849
0.015,0.0057416,-0.459661,0.318721,-0.0783307,0.0176244,-0.000661418,-0.0186163
0.016,0.00538028,-0.460589,0.319107,-0.0783307,0.0166453,-0.000818826,-0.0175758
0.015,0.00564476,-0.461519,0.319465,-0.0793099,0.0156661,3.03984e-06,-0.0166375
0.016,0.006975,-0.462724,0.32016,-0.080289,0.0137079,0.000749469,-0.0149041
0.016,0.0075836,-0.463538,0.32086,-0.0793099,0.014687,-0.000363424,-0.0159942
0.015,0.00781169,-0.464073,0.321516,-0.0793099,0.014687,-0.000494719,-0.0160349
0.016,0.0060326,-0.465027,0.322227,-0.0812681,0.0176244,0.00130628,-0.018656
0.015,0.00434736,-0.465577,0.322893,-0.080289,0.0176244,0.000239089,-0.0183718
0.016,0.00329957,-0.466414,0.323599,-0.0812681,0.0166453,0.0010677,-0.0172076
0.015,0.00367489,-0.46729,0.32425,-0.0812681,0.0137079,0.000908837,-0.0143356
0.015,0.00429741,-0.467973,0.325047,-0.080289,0.0127287,-0.000192642,-0.0134698
0.016,0.0058225,-0.469426,0.325731,-0.0812681,0.0107705,0.00053487,-0.0117698
0.015,0.00686217,-0.471267,0.326076,-0.0822473,0.0117496,0.00122795,-0.0129236
0.016,0.00805005,-0.470811,0.326125,-0.0773516,0.0117496,-0.00357974,-0.0131552
0.016,0.00855175,-0.471145,0.326183,-0.0793099,0.0137079,-0.00165938,-0.0151888
0.016,0.00826463,-0.471456,0.325928,-0.0793099,0.0156661,-0.00169405,-0.0170977
0.015,0.00886834,-0.472158,0.325832,-0.080289,0.0137079,-0.000830211,-0.0152381
0.015,0.00884858,-0.473085,0.32589,-0.0812681,0.014687,-4.90248e-06,-0.0162091
0.016,0.00896382,-0.47386,0.326109,-0.080289,0.0137079,-0.0011308,-0.0152564
0.015,0.0103428,-0.474828,0.326453,-0.080289,0.0107705,-0.00131267,-0.0125571
0.015,0.0116163,-0.475294,0.327098,-0.0793099,0.0107705,-0.00237858,-0.0127825
0.015,0.0123686,-0.476475,0.327597,-0.0793099,0.0117496,-0.00257524,-0.0138922
0.016,0.0128161,-0.476885,0.328134,-0.0773516,0.0127287,-0.00460602,-0.0149602
0.015,0.0120728,-0.47724,0.328498,-0.0773516,0.0156661,-0.00465074,-0.0177701
0.016,0.0116621,-0.477269,0.328567,-0.0773516,0.0156661,-0.0046562,-0.0176994
0.015,0.0106064,-0.476558,0.328638,-0.0763725,0.0176244,-0.00552711,-0.0194817
0.015,0.00948241,-0.475426,0.328408,-0.0773516,0.0176244,-0.00435453,-0.0192815
0.015,0.008145,-0.47407,0.328177,-0.0773516,0.0176244,-0.00414676,-0.0190505
0.015,0.00703449,-0.472792,0.327942,-0.0783307,0.0166453,-0.00295445,-0.0178734
0.016,0.00516244,-0.471985,0.327855,-0.0793099,0.0176244,-0.00183285,-0.0185239
0.015,0.00382315,-0.47159,0.327917,-0.0793099,0.0166453,-0.00177173,-0.0173138
0.015,0.00373373,-0.470678,0.328272,-0.0773516,0.014687,-0.00356798,-0.0153503
0.016,0.00383171,-0.470393,0.328495,-0.0783307,0.0156661,-0.00253411,-0.0163404
0.015,0.00481811,-0.470017,0.328553,-0.0773516,0.0156661,-0.00345556,-0.0165155
0.016,0.00720509,-0.471179,0.328612,-0.080289,0.014687,-0.000705458,-0.0159312
0.015,0.00913906,-0.471901,0.328522,-0.0793099,0.0156661,-0.00180935,-0.0172497
0.016,0.0121214,-0.472286,0.328101,-0.0793099,0.0137079,-0.00190014,-0.0158056
0.015,0.0148219,-0.472584,0.327704,-0.080289,0.0127287,-0.000999644,-0.0152869
0.015,0.0168461,-0.473406,0.327455,-0.0822473,0.0117496,0.000797205,-0.0146466
0.016,0.0184987,-0.474668,0.327187,-0.0832264,0.0107705,0.00154688,-0.0139481
0.015,0.0191706,-0.47506,0.327237,-0.0812681,0.0107705,-0.000462003,-0.0140746
0.016,0.0179625,-0.475608,0.327459,-0.0812681,0.0127287,-0.000546224,-0.0158254
0.015,0.0163417,-0.476237,0.327819,-0.0812681,0.0137079,-0.000634208,-0.0165254
0.015,0.0154183,-0.476815,0.328325,-0.0812681,0.0127287,-0.000748336,-0.0153882
0.015,0.0140086,-0.476655,0.328988,-0.0793099,0.014687,-0.0026525,-0.0171142
0.016,0.0130977,-0.476208,0.329534,-0.0783307,0.014687,-0.0035392,-0.016962
0.015,0.0129121,-0.474513,0.330195,-0.0763725,0.014687,-0.00522184,-0.0169403
0.016,0.0141209,-0.473267,0.330732,-0.0783307,0.0127287,-0.0030672,-0.0151779
0.015,0.0156134,-0.470463,0.331237,-0.0753933,0.0127287,-0.00552004,-0.0154491
0.016,0.0160162,-0.467082,0.331783,-0.0744142,0.014687,-0.00590499,-0.0174791
0.015,0.0156373,-0.464585,0.332449,-0.0753933,0.0156661,-0.00450643,-0.0183855
0.016,0.0144909,-0.461951,0.333162,-0.0753933,0.0166453,-0.00407176,-0.0191655
0.015,0.0129029,-0.460253,0.333829,-0.0763725,0.0166453,-0.00280931,-0.0188848
0.016,0.0101059,-0.459355,0.334547,-0.0773516,0.0186035,-0.00165882,-0.0203544
0.015,0.00769311,-0.459037,0.335068,-0.0773516,0.0186035,-0.00159065,-0.0199381
0.016,0.00560938,-0.460269,0.335458,-0.0793099,0.0176244,0.000139706,-0.0185901
0.015,0.00523919,-0.462076,0.335663,-0.080289,0.014687,0.0008296,-0.0155844
0.016,0.0054864,-0.465103,0.335877,-0.0822473,0.0137079,0.00229292,-0.0146388
0.015,0.00612245,-0.467035,0.336076,-0.080289,0.0127287,5.30556e-05,-0.0137815
0.016,0.00736311,-0.469405,0.336444,-0.0812681,0.0117496,0.000636309,-0.0130121
0.015,0.00928901,-0.471018,0.336633,-0.080289,0.00979134,-0.000637688,-0.0113925
0.015,0.0113692,-0.472787,0.336974,-0.0812681,0.00979134,3.9354e-05,-0.0117463
0.015,0.0137455,-0.47542,0.337166,-0.0832264,0.00979134,0.00153092,-0.0121466
0.016,0.0163851,-0.478786,0.337528,-0.0842055,0.00881221,0.00191174,-0.0116197
0.016,0.0191356,-0.48142,0.337733,-0.0832264,0.00881221,0.000466004,-0.012102
0.016,0.022282,-0.4852,0.337935,-0.0861638,0.00783307,0.00273368,-0.0116516
0.015,0.0239949,-0.487597,0.337985,-0.0842055,0.00979134,0.000351436,-0.01392
0.016,0.0255245,-0.48935,0.338039,-0.0832264,0.00979134,-0.000919536,-0.0141903
0.015,0.0246867,-0.491142,0.338105,-0.0842055,0.0137079,-0.000218302,-0.0179582
0.015,0.0231837,-0.49149,0.338475,-0.0822473,0.014687,-0.00224873,-0.0186914
0.016,0.0214028,-0.490913,0.338874,-0.0812681,0.0156661,-0.00309086,-0.0193675
0.015,0.0188853,-0.490116,0.339407,-0.0812681,0.0186035,-0.00293861,-0.0218709
0.015,0.0157021,-0.488528,0.339945,-0.0793099,0.0205618,-0.00460666,-0.0232911
0.016,0.0125608,-0.487904,0.340357,-0.080289,0.0205618,-0.00350659,-0.0227437
0.016,0.0101574,-0.487475,0.340447,-0.080289,0.0205618,-0.00346852,-0.0223308
0.015,0.00823443,-0.487555,0.340529,-0.080289,0.0205618,-0.00348423,-0.022
0.015,0.00690568,-0.486926,0.340611,-0.0783307,0.0205618,-0.00533544,-0.0217823
0.015,0.00610542,-0.487043,0.340537,-0.080289,0.0195827,-0.00341251,-0.0206541
0.016,0.00547766,-0.487287,0.340458,-0.0812681,0.0195827,-0.0024927,-0.0205408
0.015,0.00493411,-0.488331,0.340534,-0.0842055,0.0195827,0.000272721,-0.0204307
0.015,0.00430253,-0.489126,0.340764,-0.0851847,0.0205618,0.00112849,-0.021296
0.016,0.00367801,-0.490661,0.341168,-0.0871429,0.0205618,0.00282195,-0.0211784
0.015,0.00413982,-0.492546,0.34169,-0.0891012,0.0186035,0.0044615,-0.0192896
0.015,0.00511832,-0.494025,0.342205,-0.0881221,0.0166453,0.00324284,-0.0175067
0.016,0.00624375,-0.494573,0.342756,-0.0861638,0.0166453,0.0011917,-0.0177125
0.015,0.00821564,-0.493502,0.343265,-0.0822473,0.014687,-0.00251627,-0.0161151
0.016,0.00970716,-0.490913,0.343814,-0.0793099,0.0156661,-0.00501739,-0.017366
0.015,0.010845,-0.487691,0.344328,-0.0763725,0.0156661,-0.00741591,-0.0175766
0.016,0.0118091,-0.484346,0.344878,-0.0763725,0.0156661,-0.00685582,-0.0177395
0.015,0.0126407,-0.48161,0.345393,-0.0763725,0.0156661,-0.00638419,-0.0178798
0.015,0.0128345,-0.480504,0.345912,-0.0793099,0.0166453,-0.00326665,-0.018874
0.016,0.0133189,-0.480333,0.346461,-0.0812681,0.0156661,-0.00125977,-0.0179654
0.015,0.0139909,-0.481313,0.34697,-0.0842055,0.0137079,0.00148969,-0.0161063
0.015,0.0154679,-0.482216,0.347322,-0.0842055,0.0117496,0.0013159,-0.0144035
0.016,0.0176756,-0.482971,0.34769,-0.0832264,0.00979134,0.000197358,-0.0128318
0.015,0.0200072,-0.483915,0.348033,-0.0832264,0.00881221,1.49012e-05,-0.0122557
0.015,0.0240214,-0.484952,0.348363,-0.0822473,0.00489567,-0.00118692,-0.00903847
0.016,0.0279802,-0.485551,0.348878,-0.080289,0.00489567,-0.00322752,-0.00973149
0.016,0.0302315,-0.486726,0.349403,-0.0812681,0.00685394,-0.00241959,-0.0120714
0.015,0.0314465,-0.488166,0.3499,-0.0822473,0.00783307,-0.00168092,-0.0132551
0.016,0.0312555,-0.490493,0.350439,-0.0842055,0.00979134,-0.000119694,-0.0151716
0.015,0.029209,-0.491634,0.350956,-0.0832264,0.0127287,-0.00125398,-0.0177623
0.016,0.0265772,-0.492592,0.35135,-0.0832264,0.0137079,-0.00143234,-0.0182906
0.015,0.0235818,-0.492708,0.351721,-0.0812681,0.014687,-0.00342432,-0.0187673
0.016,0.0203312,-0.492688,0.352119,-0.080289,0.0156661,-0.00439715,-0.019193
0.015,0.0189839,-0.493512,0.352333,-0.0822473,0.0137079,-0.00261964,-0.0169928
0.015,0.0183352,-0.494282,0.352696,-0.0822473,0.0137079,-0.00273591,-0.0168812
0.016,0.0192455,-0.494114,0.352915,-0.0812681,0.0117496,-0.00368024,-0.0150848
0.016,0.020403,-0.49471,0.353135,-0.0832264,0.0117496,-0.00182337,-0.0152726
0.016,0.021331,-0.49511,0.35336,-0.0832264,0.0127287,-0.00185964,-0.0164106
0.016,0.0227964,-0.494102,0.353742,-0.0812681,0.0117496,-0.00361507,-0.0156929
0.016,0.023823,-0.4915,0.354124,-0.0783307,0.0117496,-0.00607833,-0.0158834
0.015,0.0241322,-0.487511,0.354637,-0.0753933,0.0127287,-0.00835651,-0.0169316
0.015,0.0238205,-0.483082,0.35515,-0.0744142,0.0127287,-0.00860691,-0.0168812
0.016,0.0231955,-0.479319,0.355536,-0.0753933,0.0127287,-0.0069974,-0.0167645
0.015,0.0229311,-0.476237,0.355893,-0.0753933,0.0117496,-0.00644071,-0.0157349
0.015,0.0226889,-0.474384,0.3561,-0.0773516,0.0117496,-0.00418004,-0.01568
0.016,0.0238394,-0.473657,0.356313,-0.0783307,0.00979134,-0.0030706,-0.0139119
0.016,0.0253783,-0.474055,0.356526,-0.080289,0.00979134,-0.00118734,-0.0141654
0.015,0.0272812,-0.474559,0.356723,-0.080289,0.00881221,-0.00125374,-0.0135127
0.015,0.0287645,-0.474898,0.356924,-0.0793099,0.00979134,-0.00228342,-0.0147534
0.015,0.029284,-0.475639,0.356984,-0.080289,0.0117496,-0.00141894,-0.0167957
0.016,0.0296644,-0.47516,0.356732,-0.0773516,0.0127287,-0.00427546,-0.0178585
0.016,0.0293989,-0.474719,0.356484,-0.0773516,0.0137079,-0.00419395,-0.0187915
0.016,0.030226,-0.47415,0.356228,-0.0773516,0.0117496,-0.0041155,-0.0169755
0.015,0.0317922,-0.474093,0.355981,-0.0783307,0.00979134,-0.00312094,-0.0152793
0.016,0.034728,-0.474936,0.355871,-0.080289,0.00783307,-0.00134122,-0.0138167
0.016,0.0382033,-0.476003,0.35592,-0.0812681,0.00685394,-0.00055629,-0.0134313
0.015,0.0417779,-0.476893,0.355965,-0.0822473,0.0058748,0.000251092,-0.0130637
0.015,0.0445072,-0.478577,0.356015,-0.0842055,0.00685394,0.00194481,-0.0145005
0.016,0.0472005,-0.48085,0.35607,-0.0851847,0.00685394,0.00252748,-0.0149611
0.015,0.0485204,-0.482264,0.355981,-0.0832264,0.00881221,0.000356041,-0.0171584
0.016,0.0495032,-0.483815,0.355887,-0.0832264,0.00881221,8.18893e-05,-0.0173301
0.015,0.0489191,-0.484587,0.355811,-0.0822473,0.0117496,-0.000987582,-0.0201711
0.015,0.0486552,-0.485282,0.355731,-0.0832264,0.0107705,-0.000126071,-0.0191404
0.015,0.0481351,-0.484914,0.355655,-0.0812681,0.0117496,-0.00203194,-0.0200436
0.016,0.047917,-0.484678,0.355729,-0.0822473,0.0107705,-0.00103516,-0.0190223
0.016,0.0469408,-0.483839,0.355968,-0.0812681,0.0117496,-0.00188122,-0.0198404
0.015,0.0463747,-0.483964,0.356337,-0.0832264,0.0107705,4.04343e-05,-0.0187527
0.015,0.0442718,-0.483801,0.356717,-0.0822473,0.0137079,-0.000902534,-0.0213348
0.015,0.0428795,-0.484386,0.356938,-0.0832264,0.0117496,-1.30832e-05,-0.0191291
0.015,0.0408644,-0.485659,0.357161,-0.0842055,0.0127287,0.000759348,-0.0197559
0.016,0.0385796,-0.487857,0.357402,-0.0851847,0.0137079,0.00138059,-0.0203367
0.015,0.0352029,-0.490179,0.357491,-0.0861638,0.0176244,0.00198094,-0.0236687
0.015,0.0328063,-0.492328,0.357575,-0.0861638,0.0166453,0.00160264,-0.0222796
0.015,0.030617,-0.494727,0.357511,-0.0871429,0.0176244,0.00213893,-0.0228808
0.016,0.0283237,-0.496143,0.357607,-0.0861638,0.0186035,0.000885904,-0.023475
0.015,0.0272244,-0.497061,0.357541,-0.0861638,0.0176244,0.000712104,-0.0223082
0.015,0.0262097,-0.497046,0.357475,-0.0842055,0.0176244,-0.00127006,-0.0221472
0.016,0.024887,-0.496584,0.357404,-0.0832264,0.0176244,-0.00215411,-0.021924
0.016,0.0234849,-0.495864,0.357328,-0.0822473,0.0166453,-0.00301687,-0.0207088
0.016,0.0223284,-0.495984,0.357247,-0.0832264,0.0156661,-0.00204895,-0.0195236
0.015,0.0217333,-0.494536,0.357163,-0.0793099,0.0137079,-0.00572028,-0.0174854
0.015,0.0215854,-0.493073,0.35707,-0.0783307,0.0117496,-0.00645143,-0.0155058
0.015,0.0214492,-0.491566,0.356978,-0.0783307,0.0117496,-0.00620061,-0.0154811
0.016,0.0208554,-0.489617,0.357043,-0.0783307,0.0127287,-0.00581784,-0.0163539
0.015,0.0204933,-0.48691,0.357103,-0.0773516,0.0127287,-0.00633143,-0.0162948
0.015,0.0203071,-0.485686,0.357314,-0.080289,0.0127287,-0.00318369,-0.0162432
0.016,0.0188895,-0.484322,0.357865,-0.080289,0.014687,-0.00292983,-0.0179557
0.015,0.0177931,-0.484706,0.358378,-0.0842055,0.0137079,0.00092148,-0.0167635
0.016,0.0163933,-0.485529,0.358924,-0.0851847,0.0137079,0.00173279,-0.0165184
0.015,0.0147359,-0.486815,0.359435,-0.0861638,0.0137079,0.00248888,-0.0162284
0.016,0.0123268,-0.489474,0.359823,-0.0881221,0.014687,0.00399304,-0.0167836
0.015,0.0107008,-0.491511,0.360035,-0.0861638,0.014687,0.00167434,-0.0165185
0.015,0.00937143,-0.493418,0.3601,-0.0851847,0.0156661,0.000371769,-0.017277
0.015,0.00946773,-0.495328,0.360311,-0.0851847,0.014687,2.85283e-05,-0.0163168
0.016,0.00977195,-0.496914,0.360704,-0.0842055,0.0166453,-0.00121925,-0.0183354
0.015,0.0110836,-0.497709,0.361073,-0.0832264,0.0166453,-0.0023251,-0.018568
0.015,0.0133255,-0.499017,0.361289,-0.0842055,0.0156661,-0.00158342,-0.0179703
